id,뉴스카테고리,뉴스날짜,뉴스제목,뉴스내용,url
2225,기업/종목분석,2025-11-05 16:10:09,[인사] 한화투자증권·자산운용,[서울경제] ◇한화투자증권 <임원 승진> △김용민 △김태우 △윤치호 ◇ 한화자산운용 <임원 승진> △정윤택,https://n.news.naver.com/mnews/article/011/0004552347
2226,기업/종목분석,2025-11-05 16:06:11,"BNK자산운용, ‘글로벌월배당ETF담아 매달주는 펀드’ 출시","배당수익률 높은 글로벌 월배당 ETF 투자 글로벌월배당ETF담아 매달주는 펀드 출시. 사진=BNK자산운용 BNK자산운용은 안정적인 현금흐름을 추구하는 투자자들을 위한 ‘BNK 글로벌월배당ETF담아 매달주는 펀드’를 선보인다고 5일 밝혔다. 배당수익률이 상대적으로 높은 글로벌 월배당 ETF를 투자해 장기적으로 꾸준히 성과를 낼 수 있는 퀀트 전략으로 종목과 자산군을 선별하는 것이 특징이다. 특정 지수나 자산에 의존하지 않고, 분산 투자와 일관된 방식의 운용을 통해 변동성에 대한 대응력을 높였다. 최근 시니어 고객을 중심으로 안정적인 현금흐름에 대한 관심이 높아지고 있다. BNK 글로벌월배당ETF담아 매달주는 펀드는 배당 성격이 명확하고 구조가 투명한 월배당 ETF만으로 포트폴리오를 구성해 변동성을 줄이고 글로벌 분산효과를 추구했다. 주식 배당금·채권 이자수익·실물자산 분배금·커버드콜 옵션 프리미엄 등 다양한 배당 재원을 활용함으로써 월지급의 지속성과 안정성을 한층 강화했다. 강세진 BNK자산운용 퀀트운용 팀장은 “투자자들이 원하는 것은 단순히 배당이 아니라 변동성 국면에서도 흔들림 없는 꾸준한 현금흐름”이라며 “BNK 글로벌월배당ETF담아 매달주는 펀드는 글로벌 ETF 분산 투자와 체계적인 팩터 기반 선별 전략을 통해 해답을 제시할 것”이라고 말했다.",https://n.news.naver.com/mnews/article/009/0005585112
2227,기업/종목분석,2025-11-05 16:06:08,"한화운용, 기금형 퇴직연금 ‘한국형 모델’ 청사진 제시","“기금전문운용사, 상위 투자 결정 담당할 것” 한화자산운용은 지난 4일 서울 더플라자 호텔에서 퇴직연금 사업자와 기업 DB 담당자 등 80여명이 참석한 가운데 ‘2025 한화자산운용 퇴직연금 세미나’를 개최했다. 사진=한화자산운용 한화자산운용은 지난 4일 서울 더플라자 호텔에서 퇴직연금 사업자와 기업 DB 담당자 등 80여명이 참석한 가운데 ‘2025 한화자산운용 퇴직연금 세미나’를 개최했다고 5일 밝혔다. 이번 세미나는 기금형 퇴직연금 제도 도입에 대한 사회적 논의가 본격화된 가운데 선제적으로 기금형 퇴직연금 제도 대응전략과 비전을 제시하기 위해 마련됐다. 기금형 퇴직연금 제도는 기업별로 분산된 퇴직연금을 하나의 통합기금 형태로 운용하여 규모의 경제, 전문성, 거버넌스 효율성을 강화하는 제도다. 국내 퇴직연금의 수익률 제고와 안정성 확보에 기여할 것으로 기대된다. 한화자산운용은 현재 기금의 장기적·안정적·효율적 운용을 위한 퇴직연금 전문운용사 체계를 검토 중이다. 퇴직연금 분야 글로벌 선두 금융사 WTW와도 협업 중이다. WTW는 영국 최초로 금융당국의 인가를 획득한 통합기금 라이프사이트(LifeSight)를 보유한 기관이다. 이 자리에 연사로 나선 복재인 WTW 투자사업부 아시아 대표는 영국의 통합기금 구조와 투자 운용 프로세스 등을 소개하고, 한국의 기금형 모델 설계 방향에 대한 구체적인 인사이트를 제시했다. 특히 해외 선진 기금들이 독립 이사회 중심의 전문적 거버넌스, 엄격한 리스크 관리 체계, 규모의 경제를 통한 비용 효율화를 추진해 장기 수익률을 제고하고, 가입자 권익을 보호한 경험이 한국의 퇴직연금 기금전문운용사 제도 도입에 중요한 시사점이 될 것이라고 강조했다. 성주호 경희대학교 교수는 국내 퇴직연금의 현황과 글로벌 동향을 분석하며 한국형 기금 모델의 방향성을 제시했다. 성 교수는 “퇴직연금 제도 도입 20년 만에 처음으로 노사정 공동 테스크포스(TF)가 구성되고, 기금형이 핵심 의제로 선정됐다”며 “각계의 진지한 논의를 통해 이번 개혁이 단순한 제도 변화가 아닌 국민 노후 보장의 패러다임 전환이 될 것으로 기대한다”고 밝혔다. 성 교수는 “경쟁력 있는 기금 설립의 핵심은 퇴직연금 전문 운용역량 및 거버넌스를 갖춘 기금전문운용사 선택”이라며 “영국 모델과 달리 한국형 통합기금 모델에서는 기금전문운용사가 단순 투자 실행을 넘어 제반 위원회를 통한 상위 투자 의사결정까지 담당하는 확장된 역할을 수행하게 될 가능성이 높다”고 설명했다. 김종호 한화자산운용 대표는 “연금은 단순한 노후자산이 아니라 미래세대의 삶의 질을 좌우하는 핵심 제도”라며 “학계·업계 전문가들의 인사이트와 경험을 통해 기금형 퇴직연금 한국형 모델의 방향성을 더욱 구체화할 수 있을 것”이라고 말했다. 한화자산운용은 올해 6월 확정급여형(DB) 퇴직연금 위탁운용 사모펀드의 순자산 규모(AUM) 1조원을 돌파했다. DB 퇴직연금 사업을 본격화한 2023년말 이후 약 800% 성장했다. 같은 기간 DB 퇴직연금 실적배당형 시장이 약 60% 성장한 것 대비 13배 빠른 수준이다.",https://n.news.naver.com/mnews/article/009/0005585111
2228,기업/종목분석,2025-11-05 16:06:03,"NCT·에스파 신보 대박 나더니…SM, 3Q 영업익 3.6배 늘었다","SM엔터테인먼트(SM, 에스엠)가 3분기 연결기준 매출 3216억원과 영업이익 482억원을 기록했다고 5일 밝혔다. 이는 전년 동기 대비 매출 32.8%, 영업이익 261.6% 증가한 수치로 당기순이익은 1107% 증가한 447억원을 달성했다. 별도기준으로는 매출 2245억원, 영업이익 402억원을 기록해 전년 동기 대비 각각 30.5%, 48.6% 증가했다. 같은 기간 당기순이익은 323억원으로 101.8% 늘었다. NCT DREAM(엔시티 드림), 에스파, NCT WISH(엔시티 위시) 등 주요 아티스트의 신보가 밀리언셀러를 기록하며 음반·음원 매출 성장을 이끌었고 공연 규모 확대에 따라 콘서트 및 MD 매출도 견조한 상승세를 보였다. 특히 데뷔 20주년을 맞은 슈퍼주니어와 글로벌 시장에서 존재감을 확대한 에스파·라이즈 등은 세대를 아우르는 IP(지식재산권) 포트폴리오의 지속 가능성을 보여줬으며, 신인 그룹 하츠투하츠는 글로벌 팬덤 성장과 브랜드 협업을 통해 차세대 IP로 자리매김했다. SM은 이처럼 기존 아티스트들의 안정적인 활동과 신규 IP의 빠른 성장세가 조화를 이루며 '세대 간 IP 선순환 구조'를 강화하고 있다. 또한 SM 3.0 전략의 일환으로 추진 중인 차세대 IP 인큐베이팅 프로젝트 'SMTR25'를 통해 신규 아티스트 발굴과 글로벌 확장을 본격화하며, 지속 가능한 IP 생태계 구축에 박차를 가하고 있다. SM은 올 4분기와 내년 1분기에도 활발한 음악 활동을 이어갈 전망이다. 지난달 하츠투하츠의 첫 미니앨범을 시작으로 엑소 찬열의 일본 미니앨범, NCT 유타의 일본 정규앨범이 공개됐다. 이날은 동방신기 유노윤호의 솔로 첫 정규앨범이 발매됐다. 4분기에는 소녀시대 태연이 솔로 데뷔 10주년을 기념한 베스트 앨범을 선보이고 NCT DREAM과 WayV의 미니앨범, 동방신기 최강창민의 일본 싱글, 샤이니 민호·NCT 도영·라이즈·NCT 정우·에스파의 싱글 발매가 예정됐다. 내년 1분기에는 엑소와 레드벨벳 아이린의 정규앨범을 비롯해 NCT U·텐의 미니앨범, NCT WISH의 일본 미니앨범 외에도 하츠투하츠·소녀시대 효연의 싱글, 라이즈의 일본 싱글 등 국내외 팬층을 겨냥한 다채로운 콘텐츠가 이어질 전망이다. 콘서트 부문 역시 국내외 주요 도시를 무대로 전 세계 팬들과 만나는 활발한 활동이 이어진다. 동방신기 최강창민의 일본 투어와 NCT 유타의 일본 첫 단독 콘서트 투어, 엑소 찬열의 일본 공연은 물론 샤이니 키·에스파·NCT DREAM·WayV·NCT WISH 등이 아시아 주요 도시를 순회하며 다채로운 퍼포먼스를 선보인다. 슈퍼주니어는 데뷔 20주년을 기념한 투어로, 라이즈는 첫 월드투어로 글로벌 팬들과의 교감을 넓혀가며, 엑소와 샤이니 민호, 동방신기는 팬미팅을 통해 국내외 팬들과 소통할 계획이다. 장철혁 공동대표는 ""이번 분기에도 SM의 대표 아티스트들은 굳건한 저력을 이어가고, 신인 아티스트들은 빠르게 성장하며 새로운 활력을 더했다""며 ""세대를 아우르는 이러한 흐름이 IP 포트폴리오를 더욱 단단하게 만들고 있으며 이는 당사가 지향하는 지속 가능한 IP 생태계의 선순환 구조를 잘 보여주는 결과""라고 밝혔다. 이어 ""SM 3.0 전략을 기반으로 아티스트 IP 중심의 사업을 고도화하고, 차세대 IP 인큐베이팅과 핵심사업 집중을 통해 글로벌 시장에서 지속 가능한 성장 모델을 완성해 나가겠다""고 덧붙였다. 한편 SM은 핵심사업 중심의 포트폴리오 재편과 효율적 자원 운영을 통해 수익성과 재무 안정성을 강화하고 있다. SM스튜디오스 합병 및 비핵심 자산 매각 등 선택과 집중 전략을 추진 중이다.",https://n.news.naver.com/mnews/article/008/0005273991
2229,기업/종목분석,2025-11-05 16:00:11,"급등 랠리 멈춘 코스피… 증권가 ""숨 고르기 장세 본격화""","사진=연합뉴스 [파이낸셜뉴스] 코스피 상승질주에 급브레이크가 걸리면서 향후 3700~3800선까지 밀릴수 있다는 전망이 나온다. 다만, 차익실현 매물 소화를 통한 단기 급등 부담을 덜어내는 과정으로 보는 시각이 우세하다. 향후 증시항뱡의 관건으로는 기업실적과 경기지표가 꼽힌다. 5일 한국거래소에 따르면 이날 코스피 지수는 전장 대비 2.85% 하락한 4004.42에 거래를 마쳤다. 코스피는 이날 장중 한때 3867.81까지 밀리며 '매도 사이드카'가 발동되기도 했다. 증권가에서는 코스피가 단기적으로 3800~3900선에서 조정을 이어갈 가능성이 높다고 본다. 반도체를 비롯해 조선·원전 등 주요 업종 전반의 밸류에이션이 과열된 만큼, 지수가 추가 상승 탄력을 받기보다는 변동성 장세를 거치며 과열을 해소하는 흐름이 나타날 것이라는 분석이다. 다만 시장의 펀더멘털이 훼손된 것은 아니라는 점에서 이를 가격 조정 국면으로 해석하는 시각이 우세하다. 이상헌 아이엠증권 연구원은 ""올해 코스피 지수는 인공지능(AI)성장 기대감이 지나치게 빠르게 반영되면서 연초 대비 70% 가까이 상승하는 등 과열에 대한 부담이 커진 상황""이라며 ""이 같은 부담 속에서 외국인 매수세가 둔화되면서 3800선을 중심으로 횡보 흐름이 이어질 가능성이 높다""고 내다봤다. 서상영 미래에셋증권 연구원은 ""최근 주식시장의 하락은 차익 실현 성격이 강하다""며 ""펀더멘털(기초체력)에 구조적 문제가 생긴 것은 아니지만, 미국과 한국 증시 전반적으로 AI 관련주 중심의 급등세 이후 밸류에이션 부담이 커지면서 매물이 출회된 것""이라고 분석했다. 이어 ""시장 자체가 붕괴된 것은 아니기 때문에 변동성 속에서 숨 고르기 장세가 지속될 것""이라고 전망했다. 일각에서는 단기적으로 3700선까지 조정 가능성도 제기한다. 최근 삼성전자와 SK하이닉스를 중심으로 지수가 급등한 만큼, 관련 종목의 모멘텀이 약화될 경우 낙폭이 확대될 수 있어서다. 익명을 요청한 한 기관투자자는 ""단기적으로 약 5% 수준의 추가 조정 가능성이 남아 있다""며 ""특히 SK하이닉스의 경우 연말까지 뚜렷한 모멘텀이 부각되지 않는다면, 반도체주 전반의 조정이 심화되며 코스피가 3700선까지 밀릴 가능성도 배제할 수 없다""고 말했다. 증권가에서는 이번 조정 이후 증시의 방향성이 결국 기업 실적에 달려 있다고 입을 모은다. 지수의 밸류에이션이 빠르게 높아진 만큼, 기업 이익이 이를 뒷받침하지 못할 경우 고평가 부담으로 인한 실망 매물이 추가로 출회될 수 있기 때문이다. 반면 실적 개선세가 확인될 경우 증시는 다시 상승 동력을 회복할 것으로 봤다. 경기 지표 역시 주요 변수로 꼽힌다. 아직까지는 미국을 비롯한 주요국의 경제지표가 뚜렷한 침체 신호를 보이지 않고 있지만, 관세 여파로 인한 물가 상승이 경기 둔화로 이어질 경우 시장 전반에 부담으로 작용할 수 있다는 우려가 나온다. 이 연구원은 ""현재 코스피의 주가순자산비율(PBR)은 1.4배까지 상승했으며, 이는 유동성 장세와 AI 성장 기대감이 반영된 수준""이라며 ""앞으로 증시가 다시 강세로 전환하기 위해서는 실적 개선과 견조한 경기 지표, 두 가지 요건이 반드시 충족돼야 한다""고 진단했다. 이어 ""지금은 저가 매수에 나서기보다는 현금을 보유한 채 향후 주요 변수들을 관망하는 전략이 바람직하다""고 조언했다. 서 연구원 역시 ""단기적으로 상승 여력이 크지 않은 만큼, 하락 구간에서의 추격 매수는 자제하는 게 유효해 보인다""며 ""거래에 능숙한 전문 투자자의 경우 변동성 장세를 활용한 단기 매매가 가능하지만, 일반적인 투자자에게는 어려운 구간이 될 수 있다""고 덧붙였다.",https://n.news.naver.com/mnews/article/014/0005430148
2230,기업/종목분석,2025-11-05 15:56:09,"""떨어질 때 됐다""…'국장 불신' 개미들 뭉칫돈 들고 몰린 곳","역베팅하는 개미들 폭락장 '인버스' 샀다가 홀로 5% 수익 인버스형 ETF 자금 몰려 'KODEX 200선물 인버스2X' 5%↑ 폭락장 속 곱버스 거래대금 1.5兆 사진=게티이미지뱅크 사상 최고치를 뚫던 코스피지수가 조정받으면서 지수가 하락 때 수익을 내는 ‘인버스형 상장지수펀드(ETF)’에 돈이 몰리고 있다. 다만 증시가 잠시 쉬었다가 상승을 재개할 것이란 분석이 적지 않은 만큼 투자에 주의가 필요하다는 지적이 나온다. 5일 한국거래소에 따르면 이날 거래량이 가장 많은 종목은 ‘KODEX 200선물 인버스2X’로, 거래대금만 1조5800여억원에 달했다. 이 ETF는 코스피200선물지수의 수익률을 역으로 두 배 추종해 흔히 ‘곱버스’라 불리는 상품이다. 이날 코스피지수가 2.8% 급락하면서 5.3% 넘는 상승률을 기록했다. 사진=연합뉴스 잘나가던 코스피지수가 갑작스레 폭락하자 개인들이 잇달아 인버스 ETF에 목돈을 태우고 있다는 분석이 나온다. 증권업계 한 투자전문가는 “지수가 당분간 조정을 받을 것으로 판단한 개인들이 인버스 ETF에 기웃거리며 수익을 낼 방도를 찾고 있다”고 설명했다. 개인투자자와 달리 증권가에선 일시적 조정이라는 낙관론에 무게를 싣고 있다. 글로벌 투자은행 JP모간도 코스피지수가 1년 내 6000선 도달을 전망하는 등 상승 탄력이 여전히 살아 있어 지수가 반등하면 인버스 ETF 투자자들이 또 한 번 큰 손실을 볼 수 있다는 지적이 나온다. 한 자산운용사 펀드매니저는 “‘지수가 많이 올랐으니 이제는 떨어질 것’이라는 단순 반전 기대에 근거한 투자 판단은 위험하다”고 말했다. 올 들어 개인투자자들은 인버스 ETF를 집중 매수한 것으로 나타났다. 지난 1월부터 이날까지 거래량이 가장 많은 종목으로 KODEX 200선물 인버스2X가 차지했다. KODEX 인버스, KODEX 코스닥150선물 인버스가 뒤를 이었다. 증권업계에선 올해 국내 증시가 예상외의 상승 랠리를 이어가면서 인버스에 베팅한 개인 투자자들이 대규모 손실을 봤을 것으로 추정한다. 연초 2400선이 무너졌던 코스피지수가 반등에 성공해 약 6개월 만에 3000선을 기록한 데 이어 지난 10월에는 사상 첫 4000선을 돌파했기 때문이다. KODEX 200선물 인버스2X는 올해 연초 대비 70% 넘게 폭락했다. 반면 KODEX 레버리지는 같은 기간 202% 급등해 대조를 이뤘다.",https://n.news.naver.com/mnews/article/015/0005207372
2231,기업/종목분석,2025-11-05 15:43:05,"밸류파인더 “나노실리칸, 나노소재·실리콘 음극재·AI 데이터센터 3박자…턴어라운드 진입 전망”","독립리서치 밸류파인더가 5일 나노실리칸첨단소재에 대해 나노플랫폼 기술·실리콘 음극재·AI 데이터센터 등 세 가지 핵심 사업 부문의 성장 모멘텀을 동시에 확보하며 턴어라운드 국면에 진입할 것이라고 전망했다. 특히 글로벌 2차전지 시장의 구조적 성장과 인공지능(AI) 인프라 수요 확대가 맞물리면서 나노실리칸첨단소재의 실적 개선세가 본격화될 가능성이 높다고 분석했다. 이충헌 밸류파인더 연구원은 이날 “나노실리칸첨단소재는 내년 상반기 실리콘 음극재 양산을 시작으로 본격적인 실적 반등이 기대된다”며 “보안사업의 제품군 및 고객 다변화, 신규 데이터센터 사업 추진이 더해지며 다각적 성장 스토리가 가시화되고 있다”고 분석했다. 나노실리칸첨단소재는 기존 주력 사업으로 전자기장 변화에 따라 색상과 투과도를 제어하는 ‘액티브 나노플랫폼’ 솔루션을 보유하고 있다. 이 연구원은 “이 기술을 기반으로 2022년부터 중동 지역 정부에 의약품 위조방지용 납세증지(M-Certi)를 납품해 누적 10억 장 이상을 공급했다”며 “연간 약 300만 달러의 매출을 기록 중으로 최근 남아시아·아프리카·북미 등의 정부 및 관련기업으로 공급 확대가 본격적으로 추진되고 있다”고 설명했다. 이어 “정부 대상 사업은 장기 공급이 가능한 안정적 구조를 갖추고 있다”며 “보안라벨 외에도 택스스탬프(Tax Stamp), 인증서, IT기기, 자동차 등 다양한 산업으로의 확장성이 높다”고 부연했다. 또한 나노실리칸첨단소재는 최근 비분쇄형 실리콘 음극재 공정을 개발하여 성능 향상과 초격차 가격경쟁력을 동시에 달성했다. 이 공정은 높은 에너지 밀도와 초기 쿨롱 효율(ICE), 탄소 함량을 구현해 기존 제품 대비 우수한 성능을 보이는 것으로 평가된다. 이 연구원은 “10년 이상 연구를 이어온 계명대 이창섭 교수팀과의 협력, 삼성SDI·LG화학·에코프로 출신 전문가인 현 박성규 사장의 영입을 통해 상용 가능한 기술 내재화를 완료했다”며 “연 600톤 규모의 양산설비도 갖췄다. 현재 국내 주요 2차전지 제조사들과 기술개발 및 향후 공급계약 체결을 위한 논의를 진행 중으로 내년 첫 수주 계약이 공식화될 가능성이 높다”고 내다봤다. 이어 “파일럿 및 양산 단계의 핵심 설비를 대부분 이미 확보하고 있으며 공장 내 유휴 공간을 활용해 최대 연간 1800톤 규모까지 생산 능력(CAPA)을 확장할 수 있는 구조를 갖추고 있다”며 “이에 따라 향후 증설 시에도 대규모 설비투자 부담은 크지 않을 것으로 판단된다”고 분석했다. 자회사 솔트라이트를 통해 추진 중인 AI 데이터센터 사업도 성장 축으로 주목했다. 그는“인천 지역에서 총 110MW 규모로 계획 중인 데이터센터 중 1차 10MW 부지는 건축허가를 완료했으며, 내년 상반기 착공이 예정돼 있다”며 “솔트라이트는 향후 임대운영(AMC) 및 프로젝트 파이낸싱(PFV) 참여를 통해 임대수익과 매각차익을 동시에 노릴 계획”이라고 전망했다. 그러면서 “실리콘 음극재 기반 에너지저장장치(ESS)를 데이터센터에 적용해 시너지 창출도 기대된다”고 했다. 이상규 기자",https://n.news.naver.com/mnews/article/009/0005585091
2232,기업/종목분석,2025-11-05 15:41:29,"""증시 더 떨어지나"" 대차잔고 125조 역대 최고…공매도 타깃 된 종목들","대차거래 잔고 추이/그래픽=이지혜 AI(인공지능) 버블 우려와 공매도 확산 조짐에 기술주 중심으로 급락세가 이어지며 하루만에 엔비디아 시가총액이 2000억달러 가량 증발했다. 국내에서도 대차거래잔고가 최고치를 돌파하는 등 투자자들 사이에서 단기 조정 가능성에 대한 경계심이 커지고 있다. 5일 금융투자협회에 따르면 지난 3일 기준 대차거래잔고는 125조6194억원으로 사상 최대 금액을 기록했다. 대차거래잔고는 기관투자자가 차입자에게 주식을 빌려주는 거래에 대한 잔고로 공매도 선행지표로 여겨진다. 대차거래잔고는 지난 9월 해당 통계를 집계하기 시작한 뒤 처음으로 100조원을 넘겼다. 이후 국내증시가 상승세를 이어가자 소폭 줄어들기도 했지만 지난달 말부터 다시 증가세로 돌아섰다. 글로벌 증시에서 투자심리가 위축되면서 영향을 받은 것으로 풀이된다. 거래소에 따르면 지난달 31일 기준 시가총액 대비 공매도 순보유 잔고금액이 높은 기업은 코스피에서는 카카오페이(6.83%), 엘앤에프(6.24%), LG생활건강(4.7%), 한화비전(4.67%), 한미반도체(4.4%), 코스맥스(4.14%), 코스모신소재(3.94%), 덴티움(3.94%) 순으로 집계됐다. 코스닥에서는 다날(6.12%), 엔켐(5.49%), 에코프로(4.87%), 브이티(4.74%), 피엔티(4.64%), HLB(4.55%), 실리콘투(4.28%), 제룡전기(4.16%), HPSP(4.05%) 순으로 시가총액 대비 공매도 순보유 잔고 비율이 높았다. 특히 엘앤에프, 한미반도체, 코스모신소재 등 최근 상승세가 강했던 반도체와 2차전지 업종 중심으로 투자자 우려가 커지고 있다. 공매도 순보유 잔고금액이 높다는 것은 향후 해당 종목 주가가 하락할 것으로 보는 시장의 시각이 늘고 있음을 의미하기 때문이다. 엘앤에프는 지난 3개월동안 주가가 76%가량 상승했고 한미반도체와 코스모신소재는 각각 50%, 26% 올랐다. 간밤 미국 증시는 AI(인공지능) 버블 우려 속 기술주 중심으로 급락했다. 지난 분기 기준 국내 투자자들이 테슬라, 엔비디아에 이어 가장 많이 보유한 AI 소프트웨어 기업 팔란티어는 올해 3분기 순이익이 4억7560만달러로 전년동기대비 3배 이상 급증했다. 호실적에도 예상 PER(주가수익비율)이 200배를 웃돌아 고평가 논란이 불거지며 주가는 7% 넘게 하락했다. 또 2008년 미국 서브프라임 모기지 사태를 배경으로 한 영화 빅쇼트의 주인공이자 월가의 유명 투자자 마이클 베리가 엔비디아에 공매도를 걸었다는 소식에 시가총액 1위이자 AI 대장주 엔비디아 시가총액은 5조달러 아래로 내려앉았다. 국내증시에서는 이날 개장 직후 외국인투자자 매도세에 코스피가 4000선을 내줬다. 이후 낙폭이 커지며 지난 4월 이후 7개월만에 유가증권시장에서 프로그램매도호가가 일시적으로 효력정지되는 사이드카가 발동됐고 코스닥시장도 뒤를 이어 사이드카가 발동됐다. 일각에서는 이번 조정이 일시적 현상에 그칠 수 있다는 분석을 내놓기도 했다. 한 자산운용사 관계자는 ""현재 공포탐욕지수는 극단적 공포 수준에 들어와 있다""며 ""통상적으로 공포에 사고 탐욕에 파는게 맞다는 점을 고려하면 이번 낙폭을 매수 기회로 삼을 수 있다""고 말했다. /사진=임종철",https://n.news.naver.com/mnews/article/008/0005273965
2233,기업/종목분석,2025-11-05 15:41:09,매물폭탄 받아낸 개인 투자자...SK하이닉스 쏠림 심화,"[파이낸셜뉴스] 코스피 변동성 확대에도 개인 투자자들의 매수강도가 높아지고 있다. 대다수 자금이 SK하이닉스 등에 몰린 게 특징이다. 5일 한국거래소에 따르면 개인은 이날 유가증권시장에서 2조4711억원어치를 사들였다. 같은 기간 외국인이 2조6350억원어치를 판 것과 비교해 차익 실현 물량을 대부분 받아낸 것으로 보인다. 개인은 최근 3거래일 연속 코스피에서 매수우위를 나타냈다. 지난달 28일 하루 2조975억원의 순매수 후 이날까지 7거래일간 총 9조7400억원에 달하는 매수세를 보이고 있다. 개인이 유가증권시장에서 하루 2조원 가까이 사들인 것은 지난 8월 1일 1조9237억원 순매수 후 약 3개월여만이다. 개인은 코스피가 20% 가까이 급등하던 10월 한 달간 약 4조6000억원어치를 팔며 관망세를 보이기도 했다. 종목별로 보면 개인은 순매수세가 집중된 지난달 28일부터 이날까지 SK하이닉스의 주식을 3조1068억원어치 사들이며 쏠림이 두드러졌다. 이어 삼성전자(3864억원), 한화오션(3824억원), 현대차(2845억원) 순이다. 이경수 하나증권 연구원은 ""최근 한국 주식시장 상승의 핵심은 반도체 실적모멘텀 폭증과 배당 최대세율 하향(25%) 기대감""이라면서 ""다만 최근 시장 상승 요인에 개인들의 국내 주식 투자 급증도 빼놓을 수 없다""고 말했다. 이어 ""개인들은 지수 및 테마 상장지수펀드(ETF) 위주의 투자가 일반적으로 금융투자 수급 역시 개인 수급이 포함된 것으로 볼 수 있다""고 설명했다. SK하이닉스 등 코스피 상승세와 맞물려 주가가 크게 오른 종목에 대한 개인 매수에 대해서도 추가 상승 여력이 있다는 분석이 나온다. 올해 코스피가 여타 증시 대비 압도적인 상승률을 기록 중이지만 지난 2022년 말 대비 주요국 증시 및 자산가격과 비교하면 평균치 혹은 평균치를 다소 밑도는 수준의 상승폭을 기록 중이기 때문이다. 박상현 iM증권 연구원은 ""코스피 상승 흐름상에 또 하나 고무적인 현상은 인공지능(AI) 사이클을 견인하는 '매그니피센트7(M7)' 지수와의 동조화 강화로 볼 수 있다""며 ""초기 AI 사이클의 수혜를 일부 빅테크 기업들이 독점하던 국면을 지나 AI 투자 사이클 확대 및 보급율 대중화 국면에 접어들면서 국내 증시도 수혜를 받고 있다""고 판단했다.",https://n.news.naver.com/mnews/article/014/0005430132
2234,기업/종목분석,2025-11-05 15:41:08,"삼성운용, 삼성알아서글로벌주도테마EMP 목표전환형 펀드 1호 출시","글로벌 메가트렌드 선별 후 선제 투자 삼성자산운용 삼성알아서글로벌주도테마EMP 목표전환형 펀드 1호 출시. 사진=삼성자산운용 삼성자산운용은 글로벌 주도테마에 선제적으로 투자하는 삼성알아서글로벌주도테마EMP 목표전환형 펀드 제1호를 출시한다고 5일 밝혔다. 이번 상품은 삼성자산운용의 대표 목표전환형 펀드 시리즈인 ‘삼성알아서투자해주는EMP 목표전환형 펀드’를 운용 중인 AI퀀트운용팀에서 출시하는 펀드다. 투자 대상을 국내 중심에서 글로벌 주도테마 ETF로 확장하여 새롭게 내놓는 상품이다. 이 시리즈는 지난해 6월 펀드 1호를 출시한 이후 5호까지 출시하며 누적 설정액 약 8894억원을 기록했다. 올해 설정 규모만 8642억원으로 기존의 목표전환형 펀드 가운데 단일 시리즈 기준 최대 모집 규모를 달성했다. 지난달 말 설정된 펀드 5호를 제외한 모든 펀드가 짧은 기간 안에 목표수익률을 조기 달성했다. 이번에 새롭게 출시된 삼성알아서글로벌주도테마EMP 1호는 최근 출시된 ‘삼성알아서 투자해주는EMP 목표전환형 펀드 제5호’와 유사한 방식을 적용했다. 채권 50% 이상, 주식 50% 미만으로 구성된다. 목표수익률 7%에 도달하면 단기 채권 관련 자산 및 유동성 자산으로 전환해 수익을 보존한다. 다만 주식 운용 전략에서 차별화된 접근을 택했다. AI, 양자컴퓨팅, 휴머노이드, 원자력 등 미래 주식시장을 주도할 글로벌 메가 트렌드를 선별한 후 선제적으로 투자해 초과 수익 기회를 포착하는 운용 전략이다. 정량 데이터 기반의 실시간 시장 모니터링 시스템을 통해 자금 흐름과 모멘텀을 분석하고, 시장 변화에 맞춰 유망 테마를 선제적으로 교체·조정하는 로테이션 전략을 구사한다. 채권 부문은 단기 ETF 중심으로 운용한다. 평균 듀레이션을 약 2년 내외로 유지해 금리 변동 위험을 완화하고 주식 투자의 변동성을 보완하도록 설계됐다. 국민은행, 하나은행, 광주은행, 삼성증권, NH투자증권, 우리투자증권 등 주요 판매사를 통해 가입이 가능하다. 펀드 설정일은 오는 14일이다. 이신영 삼성자산운용 매니저는 “다양한 글로벌 테마 중 어느 분야가 시장을 주도할지 판단하기 어려운 투자 환경 속에서 삼성자산운용의 EMP 전문 운용팀의 노하우로 투자 고민을 덜어주는 상품“이라며 “목표수익률을 빠르게 달성할 수 있도록 최선을 다하겠다”고 말했다.",https://n.news.naver.com/mnews/article/009/0005585089
